This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202207 CRSP database.,,,,,,,,,,,,,,,,,,,,,,,,,
192702,2.8672,-0.4922,8.9123,5.3216,10.2076,1.5108,8.6948,7.8557,4.0122,7.5867,6.1214,5.5311,4.3764,6.5566,13.2797,5.2914,4.2655,2.3492,6.7788,11.4693,3.4545,5.0906,3.4173,5.1264,6.2731
192703,5.8224,-0.1275,-5.8769,-3.901,-3.5735,-2.4897,-0.5186,-2.0169,-0.7107,-0.5481,0.5222,-3.5673,-0.6866,-2.0763,-5.9028,-2.2017,0.1638,-1.3431,-1.3877,3.889,0.5845,1.9822,-0.1206,0.4765,-3.8361
192704,7.8219,4.788,4.3888,3.3905,6.4218,-2.9654,-5.6544,-0.2997,-0.3946,4.4712,-2.2887,1.3977,-0.5106,2.2022,1.7466,-0.2637,1.8622,-1.2139,0.0794,5.753,2.6984,0.8929,-0.2989,-0.4236,-3.5345
192705,10.2463,7.2563,2.5823,14.6735,10.0697,7.2964,2.5196,5.4286,8.9854,13.453,3.0289,6.6737,6.1437,7.1049,12.9147,4.8501,6.1769,3.7701,7.1732,7.7199,5.6929,4.6786,5.5318,5.4185,4.7762
192706,-3.4332,10.6227,-3.0588,-4.2885,-4.4903,3.2711,3.2146,4.566,-0.9188,-6.3846,-0.6943,-3.6414,-0.7963,0.1135,1.7373,1.0302,-3.2201,-3.6411,-2.2869,1.9683,-0.0607,-3.1371,-2.7494,-3.0453,-5.3613
192707,24.4089,9.3017,4.6663,2.3241,5.4903,5.6673,6.9927,4.0996,7.1969,4.0386,2.7386,5.8245,6.1365,2.7735,8.8516,6.743,6.9138,7.0503,7.5109,1.4324,11.3288,5.7944,6.6541,8.5879,13.4463
192708,11.7732,4.9954,0.796,-0.7358,1.3677,0.9771,-2.6027,-1.773,0.6072,5.1792,0.3843,2.0226,3.1076,-2.6935,-5.4249,4.8641,3.5513,0.9982,-2.6278,-6.311,5.5475,1.2272,0.4897,0.8744,3.9099
192709,-4.9477,-6.7818,0.5161,0.1363,0.6835,2.7947,7.9706,3.3378,1.1362,-1.0265,3.4372,0.1308,1.9977,1.6582,9.2306,4.1889,3.1316,4.9157,4.2554,9.8708,6.1583,4.0775,5.5837,3.9928,5.5923
192710,-8.8937,-8.6198,-2.2257,-3.1249,-10.117,2.3056,-1.0019,0.1023,-4.2252,-4.3916,-0.6665,-1.6297,0.3811,-3.9966,-10.0271,0.5125,-1.9353,-2.6703,-4.7038,-11.781,-5.0438,-2.2322,-4.1542,-6.4498,-14.5457
192711,6.8966,11.2831,16.53,9.3968,12.1263,14.1996,15.1979,8.1785,9.0306,8.4672,6.3767,8.645,8.1323,7.0418,9.8739,7.6668,8.4366,7.6681,7.7686,8.101,7.0786,6.5042,5.9958,7.0421,8.0776
192712,-3.9895,5.6253,3.8034,4.5314,6.9476,4.9187,3.7364,2.3803,3.0063,-0.3356,4.5671,4.6301,5.0483,3.4427,11.3299,0.0688,5.5596,4.3273,1.6662,-2.3196,2.8565,1.3058,1.2653,2.449,10.3769
192801,-8.2364,9.1735,5.0289,1.7826,9.9855,1.3515,3.8725,0.3039,5.1745,2.2786,4.8614,2.7913,4.0871,2.1993,-5.8473,1.7794,1.0807,0.2716,2.2149,0.3207,-1.2721,-0.2557,-0.6328,-1.6406,-5.0648
192802,0.6463,-4.7897,5.7752,3.0179,-4.8289,-5.778,-2.0575,-2.5744,-1.9327,-5.6043,-2.5599,-1.9367,-2.859,-2.5201,-6.2804,-4.7542,-0.8688,-2.0537,-3.0113,-8.524,-0.1501,-0.6324,-0.4929,-2.1203,-1.3892
192803,40.0538,0.3317,2.0746,-2.6996,8.9589,4.7209,11.7987,6.8588,7.68,14.3977,6.4521,11.7292,10.073,3.141,11.7466,16.3755,9.0919,5.4936,7.7651,7.908,15.7618,5.2287,6.6552,5.6532,16.7279
192804,-12.8663,14.8714,17.1059,2.9593,15.5896,0.3536,23.2107,3.6931,4.474,10.4199,7.935,4.518,7.3613,4.5859,6.989,5.2402,4.95,2.3826,4.5398,3.7146,1.424,6.804,6.6218,2.77,3.3096
192805,17.7179,-3.2401,4.3676,14.0931,5.7369,2.0846,3.8072,5.544,6.1501,3.2917,2.7653,6.8507,1.2947,-1.3429,-3.1876,5.3993,-0.3854,1.1098,1.1637,2.1587,2.0904,2.138,-0.5398,1.2095,-3.8808
192806,-19.2709,-8.7586,-13.2701,-8.5641,-9.4437,-5.7393,-9.2721,-8.613,-7.7717,-6.1054,-6.4146,-4.6534,-7.176,-7.2972,-6.883,-7.1399,-5.5156,-3.4289,-5.7935,-5.8891,-3.0501,-3.6311,-3.5131,-4.8622,-9.112
192807,-2.0217,3.5783,5.3781,2.036,-0.3159,1.0836,-3.766,-1.0971,0.7975,-2.6184,-0.045,-0.3073,-0.679,0.3334,1.2948,0.8279,-0.6082,1.326,1.5005,0.868,1.5815,0.2324,0.1677,0.2981,0.7709
192808,7.5257,0.5454,4.1219,2.1206,3.5138,6.8023,3.8248,3.6769,3.2564,4.4985,6.4729,9.0259,8.4449,4.1657,8.1965,9.9038,8.1583,6.4443,7.8532,7.7317,8.6838,6.5887,5.2701,4.4373,4.9839
192809,3.7129,3.1614,1.9913,-0.2092,13.4251,3.1124,2.6504,5.7641,5.0156,13.4684,5.8003,4.7312,5.4875,6.4449,3.0627,5.3886,6.4645,2.9592,3.0408,5.9184,2.7157,1.0239,2.2561,0.5861,6.959
192810,-3.9425,-3.8706,4.3844,3.7426,6.4494,4.9618,3.0676,2.2705,1.3937,2.2085,3.9548,4.9745,2.62,0.2244,-2.5111,1.1211,-1.022,-1.7468,4.7413,-3.6579,1.5307,2.9072,1.3468,-0.3684,4.7495
192811,3.8603,30.1944,7.7079,16.7282,12.7121,6.6986,7.8768,10.301,13.4891,8.2536,9.6832,11.3499,18.7077,13.573,16.1244,10.9133,11.8047,9.7497,7.7142,14.2633,11.5523,10.447,16.0161,9.1268,17.8916
192812,-5.4317,-7.6129,-5.4498,-2.4336,-1.7584,-2.0855,-2.6779,-0.8414,-4.1034,0.3545,2.9875,-0.113,1.0567,1.3172,0.195,3.3647,3.7035,0.3174,1.8959,-3.3414,0.5488,1.1329,-1.039,1.2815,0.3681
192901,2.9249,8.2497,-4.6113,5.9949,5.085,3.051,1.4272,1.3733,-0.2831,-0.5381,1.7963,4.7587,-4.7563,3.8886,2.4857,4.62,4.8862,3.7195,1.2154,1.1437,6.5712,10.2483,2.3079,4.9558,0.0249
192902,0.9617,-7.9993,-3.1236,0.0022,-1.335,-3.2503,1.8518,3.7589,0.6559,5.2949,1.3557,0.1955,0.591,3.9779,0.2441,-1.4383,1.4211,3.5099,0.3941,1.9268,-0.7916,1.0302,0.4413,0.7335,3.4624
192903,-14.5269,-0.6033,-2.937,-4.802,-2.2935,-4.076,-5.8595,-5.0828,-2.357,-3.527,-6.8813,-4.9069,-2.7999,-3.1709,-5.7807,-4.4668,-5.1368,0.2326,-1.23,-1.1298,-0.1714,0.784,3.5141,0.0416,0.7663
192904,-4.4228,-8.8377,-0.2482,7.4085,-1.9532,0.0014,0.8046,4.7606,-2.2911,5.5759,2.3639,0.6879,3.7299,-0.2524,-0.2471,2.7085,0.2672,-0.4971,1.7735,4.5725,2.0952,2.86,0.8808,0.807,2.8638
192905,-21.8773,-6.4153,-17.4473,-15.5732,-12.9566,-11.2609,-11.7596,-8.2818,-13.3411,-13.9818,-7.055,-10.504,-8.0171,-9.0168,-9.2075,-7.1604,-10.5007,-3.2425,-5.0181,0.938,-5.633,-5.9171,-3.0771,-2.6958,-1.6714
192906,15.9956,4.0699,4.0079,6.8584,6.7252,3.6693,6.7134,11.0624,4.2488,6.706,7.3199,10.8677,10.0664,7.928,8.5839,13.3715,10.745,11.0638,9.1239,3.5929,11.9075,13.6428,7.9115,7.7838,4.7418
192907,1.239,-5.2223,-1.8987,-8.9964,2.3089,-2.2962,2.4271,-1.5928,0.3667,6.216,0.4357,3.7091,0.8701,0.0172,10.7093,1.8868,2.7486,1.9763,2.4422,4.4353,2.9497,6.5495,5.9956,8.4802,5.1378
192908,-4.1263,-4.2272,-8.9336,4.6324,-4.6987,-1.2892,0.4637,0.334,0.8486,-0.5221,1.7465,0.6631,5.6055,2.1585,-0.2876,3.3402,-0.1111,4.2272,5.3704,7.7631,6.7578,13.0514,13.3057,13.4117,6.8157
192909,-10.3134,-2.4655,-7.9609,-5.8301,-9.8426,-7.5726,-2.8525,-4.7079,-6.0842,-2.095,-9.261,0.0135,-1.4471,-4.0704,-0.6119,-0.8643,1.2162,-4.3563,-4.0748,-7.2368,-5.6283,-3.812,-4.0339,-7.1977,-6.8662
192910,-26.2937,-23.6557,-16.5926,-23.7403,-16.9079,-19.6051,-19.093,-22.7131,-16.0753,-17.429,-28.2612,-20.3218,-12.4748,-15.3673,-19.0514,-29.2963,-22.8621,-16.4078,-13.4348,-17.0225,-24.6689,-20.3578,-13.1589,-10.5988,-7.4875
192911,-1.3563,-16.5163,-3.9427,-15.8807,-15.5459,-19.3908,-14.8777,-9.7865,-10.2741,-14.0298,-14.0294,-12.9066,-7.7906,-8.5715,-12.2012,-14.9201,-14.3154,-7.6362,-8.7952,-11.3882,-13.1881,-16.8699,-10.0958,-9.6514,-6.3322
192912,-0.4171,-22.4125,-15.978,-7.9945,-3.1236,-4.7068,-6.2239,-7.3655,0.5299,-4.5194,-2.0972,-0.9108,2.1092,-1.9607,5.3308,2.3324,-3.1894,-2.6447,0.6247,10.9509,3.792,3.5643,0.4456,0.6386,0.8787
193001,-2.7769,10.0635,21.8963,11.8021,10.9299,7.8448,12.0906,8.9512,4.7055,14.5598,9.6247,10.6585,4.1473,6.3468,4.1286,8.452,6.1191,5.5736,3.4816,3.9395,6.8371,7.6055,0.6769,4.9891,-0.4104
193002,16.9723,14.2778,-1.8447,-1.4082,2.756,-1.9117,2.3173,4.1591,1.4123,5.239,1.7809,3.1474,2.8768,2.8388,2.8365,2.6019,8.2043,-1.2895,0.2799,1.0041,2.9883,4.548,1.1713,1.4888,4.9676
193003,22.8187,-1.8224,9.0638,16.7068,11.7961,6.2672,4.6523,14.085,8.364,5.5369,9.5191,8.4823,6.3485,9.6148,14.1204,8.5857,6.8098,6.8329,12.1547,10.9418,6.5076,6.1455,11.4727,4.4912,2.1312
193004,-6.9121,-4.8411,-6.4318,-7.7391,-5.3932,-8.8133,-4.798,-3.1293,-3.8649,-5.1737,-3.8056,-4.3531,-5.0079,-3.1781,-2.4801,-2.5085,-5.2473,-5.2602,-5.1203,-4.4542,-0.8256,-3.3276,0.0444,-6.1794,-7.3356
193005,-2.4085,-13.4212,2.0615,-5.1405,-6.2496,-5.8346,-1.5137,-5.2674,-4.3309,-2.5617,-3.6907,-0.5319,-3.2308,-3.0853,0.3779,-2.7179,-3.6175,-3.4578,-0.1329,-4.8121,0.7935,0.0636,-2.0419,-1.5224,-0.7952
193006,-13.4475,-19.8604,-18.0562,-15.2347,-20.9092,-23.7959,-17.5658,-16.7456,-17.3954,-18.7022,-14.4283,-17.9878,-13.8546,-14.4696,-17.5016,-21.489,-17.2509,-15.7879,-14.1465,-18.5017,-17.7473,-16.7821,-13.4031,-9.5365,-9.6586
193007,2.6405,4.0962,12.9011,2.8435,1.2934,7.8436,6.3313,4.9914,2.8862,0.8179,6.2628,5.743,3.3278,4.8204,2.86,5.7445,4.5614,4.0613,2.3203,-0.4418,5.1503,3.8587,3.4147,2.4026,10.2405
193008,-9.329,-8.5398,-3.2926,-5.968,-3.6636,-3.7641,0.3784,-0.8875,-2.6803,-0.9432,-2.6558,-1.2847,-1.8241,-1.1936,-1.1033,1.4117,-0.5815,-1.4286,-2.565,4.9078,1.3738,-0.4376,0.4483,-1.5645,-24.0437
193009,-30.8037,-33.7274,-29.979,-19.3383,-19.5708,-14.4077,-14.2594,-14.4433,-15.6804,-19.7007,-12.6977,-14.6166,-12.0333,-15.533,-21.7125,-12.8516,-14.4169,-13.1091,-12.3893,-21.9445,-12.615,-11.6709,-9.3752,-14.6559,-28.0576
193010,-31.8635,-9.2415,-6.8098,-14.992,-10.1433,-6.125,-11.4794,-10.3726,-9.7261,-8.3386,-13.8209,-8.9189,-5.9314,-11.4367,-18.7547,-11.4962,-9.2923,-8.205,-11.4848,-12.5795,-10.0306,-6.8773,-6.8661,-8.786,-20
193011,19.7776,-15.4883,-4.4972,-1.2823,-3.7321,-6.5242,1.9767,-3.7353,-2.5188,-4.3808,-0.9718,-0.4854,-2.4579,2.0941,-5.5072,-0.751,0.7053,-2.3349,-5.3992,2.0773,-2.4413,-1.4559,-4.9502,-7.3212,-12.5
193012,-18.3651,-25.1568,-24.3865,-14.2104,-16.9373,-14.2965,-11.39,-12.9925,-16.5179,-18.6109,-5.0958,-9.0286,-7.6491,-11.5397,-17.5956,-7.9587,-9.2379,-11.5567,-10.021,-16.2478,-5.4135,-8.1122,-7.2986,-10.8463,-30
193101,-23.7063,22.1097,15.7748,16.8375,19.422,13.232,11.2384,12.9729,14.4569,15.2454,11.1029,8.7442,9.5172,8.1815,18.8467,7.6222,6.7085,5.1261,8.4684,11.8036,4.3521,4.628,7.6666,17.0431,34.6939
193102,17.7692,20.6779,48.6609,23.9869,23.7275,9.7005,11.054,10.7717,11.5623,15.4724,15.3071,14.5469,12.7887,10.7057,12.5929,13.1132,11.6408,8.4028,6.8454,17.0764,13.9055,9.0614,5.0416,7.1083,42.4242
193103,-7.7882,0.7521,-1.78,-4.3242,-8.7714,-1.5484,-8.4131,4.2981,-5.6663,1.3997,-0.6672,-7.3831,-4.0039,-5.1014,-12.6798,-6.7898,-6.4191,-8.5238,-11.2228,-0.3388,-3.7091,-8.3197,-9.6583,-11.0548,-19.6809
193104,-15.355,-25.6785,-23.8191,-14.8757,-16.1929,-16.6512,-17.3893,-11.8188,-14.5941,-20.9237,-11.8992,-13.9425,-12.978,-18.0338,-17.6793,-13.5875,-10.7985,-15.5997,-12.516,-4.2043,-9.0168,-8.2543,-10.5875,-10.3096,-23.8411
193105,-8.5388,1.2585,-15.8782,-11.6179,-15.9786,-7.6612,-8.2087,-5.7563,-11.1129,-12.0153,-16.6876,-12.9254,-9.4183,-13.0784,-16.4866,-10.8252,-12.2155,-16.6608,-26.8803,-25.9812,-11.5773,-11.3412,-17.9126,-18.4091,-22.6087
193106,20.8367,6.8787,14.0651,15.2672,17.8916,9.5076,8.2836,1.3835,12.3569,21.111,13.8253,11.3144,7.7567,18.5601,28.2694,14.8417,14.8933,19.0635,33.0049,25.4006,12.7865,13.9683,15.2704,22.1221,40.4494
193107,-6.3445,-11.4113,-9.6939,-7.0474,-5.3213,-5.2584,-5.3039,-7.4328,-6.129,-7.3422,-6.4514,-7.6105,-9.9132,-8.4759,-12.8129,-5.3195,-4.9202,-8.2726,-9.0779,-13.5493,-5.3258,-6.9403,-11.2608,-12.7018,0
193108,-13.22,-0.2852,-5.0247,-5.2131,-5.1187,4.7199,-0.5336,3.2641,-1.6099,-4.4842,0.528,-0.7035,-1.3926,-3.2907,-4.6482,-1.1172,-1.9039,1.8384,3.7954,6.6549,0.0614,1.834,-1.2729,-3.2538,8.4337
193109,-49.473,-30.5381,-28.4077,-34.9782,-32.0536,-26.5943,-25.1307,-35.2638,-30.4489,-37.3877,-26.9722,-30.4951,-31.3505,-33.2898,-33.9136,-29.5837,-25.0885,-29.7345,-34.0692,-41.4557,-29.28,-25.155,-31.2537,-33.3005,-45.5556
193110,12.6793,-3.0079,0.5496,8.9435,6.4516,7.0723,1.3821,8.8441,7.5305,12.7797,-0.9354,13.4218,11.0331,8.8274,6.6358,9.2478,6.2414,11.6314,12.2502,13.131,9.3606,7.0218,0.2466,3.8812,20.4082
193111,-23.9803,-22.2863,-10.2839,-8.3374,-11.5092,-12.8176,-7.5193,-7.837,-5.4125,-11.0263,-6.3673,-9.4867,-5.153,-11.0222,-10.6534,-7.5978,-3.7603,-11.2361,-13.6099,-11.4839,-5.8113,-11.13,-20.0368,-21.5714,-6.7797
193112,-25.3044,-2.9122,-19.4012,-27.1776,-25.0586,-9.0769,-12.4153,-14.3556,-18.538,-24.1234,-15.163,-18.1031,-17.5681,-14.995,-15.6856,-10.8939,-13.9211,-11.1588,-21.5493,-25.7755,-10.5654,-16.4386,-21.6543,-22.9408,-30.9091
193201,5.5527,-5.9907,8.3063,14.2165,6.0887,-0.3044,-1.3482,5.4795,14.3969,18.3762,0.4872,3.7308,2.7428,-1.6891,5.514,-3.4174,-0.3956,-0.5579,3.8507,1.9409,-3.6929,-1.5137,2.5942,10.9191,7.8947
193202,-12.7896,-0.0154,5.881,-1.9977,3.4665,-5.4119,3.2908,-2.3221,-4.5816,-1.1353,0.5078,3.2113,2.3879,0.2285,-1.4858,3.3679,5.2088,-1.3997,1.2611,3.7601,7.2592,5.6243,3.3144,-3.317,14.6341
193203,-23.0216,-3.9056,-3.2485,-11.5349,-11.8922,-4.8922,-14.1355,-11.4193,-4.3036,-13.2422,-9.1849,-14.4244,-11.553,-13.3842,-10.9956,-10.5899,-10.9531,-11.3353,-12.3945,-10.1478,-10.971,-10.4864,-13.7685,-23.2023,2.1277
193204,-40.762,-16.8293,-25.8159,-19.4433,-18.0051,-19.9193,-8.1414,-14.405,-17.453,-14.3736,-18.645,-13.5659,-15.0516,-16.3965,-22.3498,-15.0637,-15.6276,-17.4525,-14.2341,-15.2035,-18.1767,-20.7489,-18.7549,-22.1641,-22.9167
193205,-12.8641,-35.2372,-5.8922,-5.1067,-10.2889,-11.9878,-21.7501,-22.0395,-17.3451,-20.4772,-26.9774,-23.5621,-26.9984,-24.0855,-26.4443,-20.5669,-20.1651,-18.1172,-18.579,-27.9405,-20.4176,-16.9797,-31.127,-36.7136,-10.8108
193206,35.7939,-16.9948,5.3018,-5.9335,-3.4124,-8.6164,-4.7937,-5.1464,11.2392,6.5301,8.0378,4.5848,7.2774,5.2316,0.9372,1.6475,3.4205,-4.7307,9.3777,0.4792,-3.1255,-0.286,4.9866,9.1629,21.2121
193207,147.8401,14.3231,39.3873,38.2866,54.5473,37.5774,27.6658,41.8126,51.9356,69.5152,27.4769,30.3893,39.6205,55.0205,68.8204,30.7562,33.7026,35.9826,68.8873,80.0358,26.5359,37.2059,50.2559,56.967,98.0392
193208,49.3739,94.6241,91.2211,83.8394,99.5503,34.3849,67.0166,56.1689,62.6508,89.9724,54.6595,39.7036,46.8716,70.261,70.4852,29.2301,45.589,64.2649,63.5623,86.604,30.9221,35.1841,47.4496,52.0435,65.3465
193209,-27.1191,-11.0603,-17.6798,-4.5548,-17.2166,-0.7174,-6.3692,-5.5381,-7.9104,-12.5966,-5.2401,-7.8092,-2.7272,-11.979,-9.1765,0.6576,-5.1313,-7.6634,-6.9258,-8.9044,0.5101,-6.4866,-8.4468,-2.8222,15.5689
193210,-9.1645,-13.1779,-27.4532,-20.361,-19.6691,-12.4439,-21.9808,-17.3943,-24.8176,-22.5008,-14.7872,-15.8912,-21.3712,-23.5371,-25.7489,-11.0973,-18.0632,-18.9934,-20.3455,-25.6917,-11.3331,-9.799,-15.3346,-19.3893,-30.0518
193211,-26.56,-13.2958,-5.2455,-10.7934,-7.2325,-3.9727,-7.5773,-8.7885,-7.9941,-17.438,-3.7696,-1.1263,-8.6184,-10.9389,-15.5085,2.504,-5.2586,-9.2887,-15.3017,-19.983,-3.2596,-1.8593,-10.3618,-8.4886,-31.1111
193212,7.0207,-11.8895,-8.8766,-12.6054,-16.4472,-18.7311,-16.2821,-2.1227,-11.4732,-7.5907,-2.2114,3.172,1.1864,-6.2144,-4.9894,4.002,-0.1222,1.873,0.5351,-9.9337,7.2393,7.3672,1.5565,-7.5497,15.0538
193301,57.2754,-0.9456,4.0428,-7.1322,3.5519,7.544,6.015,3.3129,5.4286,7.6263,1.512,6.8342,2.2288,3.9093,12.8206,2.3969,3.6629,4.2268,6.0007,16.5315,-0.3123,-0.4417,4.7568,3.9118,14.9533
193302,-44.6775,-18.832,-19.6492,-14.5265,-15.7559,-26.774,-26.6756,-19.9278,-20.3694,-21.0749,-16.5311,-17.6144,-18.4226,-19.5462,-19.8148,-13.3752,-16.3136,-13.5511,-12.4654,-22.9726,-14.6858,-17.2065,-15.2692,-17.534,-24.3902
193303,-16.5161,7.1789,-8.5596,5.6542,18.4211,14.2512,10.1934,3.3928,13.6027,21.9814,0.0256,10.2408,6.169,15.7173,6.6347,10.4075,12.6356,14.8124,10.1285,7.9911,-0.1507,5.338,6.445,7.636,7.5269
193304,7.0263,50.5316,102.1371,48.4433,48.567,28.2345,46.2985,60.7763,64.3408,53.2494,47.1755,39.9642,60.8932,59.2655,56.3989,35.2355,56.8919,50.0833,44.3567,74.4518,32.5595,39.3502,46.9811,60.7343,52
193305,73.2095,126.0468,68.5326,103.1955,100.0677,76.4962,78.1179,75.4858,77.5107,58.1352,56.9713,38.9164,43.2502,61.1113,48.9917,22.7999,30.9001,35.9756,40.1926,62.8422,17.2687,14.3952,21.2515,32.8179,25
193306,73.2389,60.3142,45.8315,27.2743,24.6394,23.5274,15.3904,22.173,21.5295,18.9798,29.0571,13.6017,14.9144,14.1657,37.7128,12.4047,11.6305,16.46,17.6313,14.8337,11.1486,13.203,14.8023,20.7261,4.7368
193307,-3.2258,-11.9385,-8.1092,-2.9879,-5.4094,-8.6449,-15.6326,-9.6433,-11.6557,1.2016,-9.7797,-14.5359,-13.7128,-16.7059,-18.0049,-10.1904,-9.8526,-14.4716,-11.7434,-6.5447,-8.4245,-11.4914,-12.1215,-10.1514,-7.5876
193308,0,7.3704,4.7988,6.6748,1.347,7.7672,8.6982,10.0746,7.369,6.4516,12.2629,19.4094,14.5541,12.6686,16.3556,14.8358,17.0401,13.9921,17.47,21.3286,8.8207,16.4269,15.7637,13.7014,23.655
193309,-16.6667,-13.0863,-19.889,-17.2691,-16.7293,-6.2063,-11.2919,-17.1874,-12.8084,-26.1686,-12.9608,-8.6121,-13.7347,-15.4682,-25.6755,-6.4791,-11.4125,-17.6404,-9.9278,-22.0871,-9.8922,-7.0856,-11.5409,-17.3735,-27.2596
193310,-12,-15.5561,-6.0883,-10.1811,-16.4024,-11.9124,-9.7684,-13.5291,-13.1222,-8.9748,-7.0947,-8.8986,-12.7307,-15.0521,-14.6649,-4.6365,-7.9106,-9.9542,-14.583,-19.1997,-6.7924,-4.6871,-10.7898,-17.429,-19.1524
193311,0,3.1602,-1.4531,12.6138,7.5641,3.2373,7.1067,3.9726,7.6369,-0.1905,6.9424,5.0099,7.9388,4.3385,10.0793,5.3175,11.632,6.8871,9.1372,10.9693,9.9667,10.0638,14.2458,15.3305,9.1554
193312,-36.3636,-2.9947,-7.6441,-1.7815,2.8531,8.9962,7.6397,7.5132,-2.1142,-1.0289,-0.6051,3.2294,7.0191,3.6329,5.3274,0.3153,2.468,7.3185,-1.2411,7.6462,1.8935,1.8534,0.6438,5.4488,7.9203
193401,100,44.8157,46.1576,39.5351,41.6175,24.76,19.8573,31.7635,31.8624,50.0577,46.5885,20.0965,25.6602,25.3005,32.278,11.5811,14.9376,24.6415,20.3429,28.8641,9.7599,9.4687,16.0582,17.192,37.913
193402,-14.2857,12.0775,3.8473,11.6655,6.1424,0.4117,1.1023,3.0486,-1.2087,9.3432,0.887,1.6156,4.3698,3.5793,0.3964,-3.234,-1.5766,-2.7035,0.8042,0.4373,-2.4166,-2.5396,-4.5106,-5.5368,-5.3839
193403,8.3333,-0.8893,1.7648,3.9274,-2.1762,2.053,2.5013,0.9784,1.2157,3.0666,6.2338,3.494,1.0165,-1.2944,-4.4693,1.8194,1.283,0.6742,-0.8135,0.1178,-0.0423,0.0449,-1.3248,-0.8676,0.5379
193404,0,2.3916,5.6678,5.584,-0.2127,7.3585,2.1142,-3.5288,1.0808,-7.0056,-3.7043,-2.0004,-2.5267,-0.8467,-3.1955,-0.4161,0.4319,-0.6752,-5.6728,-6.6942,-2.0314,-1.1613,-2.016,-5.7447,-5.7601
193405,-11.5385,-9.1744,-13.0676,-13.0519,-16.3325,-8.5865,-8.7235,-10.8651,-12.3294,-6.0553,-7.1076,-7.4717,-9.9029,-8.5264,-14.5021,-5.8478,-7.0134,-11.6382,-8.4325,-15.1982,-6.4137,-6.9411,-6.3953,-13.3485,-18.7982
